epoch,train_loss,valid1_loss,valid2_loss,valid3_loss,valid4_loss,lr
0,0.3925247125192122,0.28246937195460003,0.32639986673990884,0.34304205973943075,0.3020935614903768,0.0008
1,0.2999138938838785,0.18671782016754152,0.2202044645945231,0.23483750422795613,0.227941099802653,0.0008
2,0.24475547730922698,0.1316691517829895,0.15670915444691977,0.17001649538675945,0.18254841168721517,0.0008
3,0.2175539474595677,0.09966217279434204,0.12243241469065348,0.13584779500961303,0.15351674556732178,0.0008
4,0.20419446110725403,0.09194434881210327,0.10947531461715698,0.12043151458104452,0.1429502526919047,0.0008
5,0.19764764617789876,0.07901201248168946,0.10068921645482382,0.12092839479446411,0.1464736302693685,0.0008
6,0.19438236366618764,0.07118886709213257,0.09000381628672281,0.1148025115331014,0.1410466432571411,0.0008
7,0.19227710615504873,0.07006915807723998,0.08634543816248576,0.10354590813318888,0.13548739751180014,0.0008
8,0.191230458129536,0.06711997985839843,0.08467071056365967,0.10594689051310222,0.1403646945953369,0.0008
9,0.19035284307869998,0.06740657488505046,0.08694697221120198,0.11391450961430867,0.14468781948089598,0.0008
10,0.18969619539651003,0.06779460509618124,0.08968341747919718,0.1300160805384318,0.15804317792256672,0.0008
11,0.1896084128184752,0.06407219966252645,0.08287639617919922,0.11104871034622192,0.14016040563583373,0.0008
12,0.18912247576496818,0.06478047768274943,0.08384832938512167,0.10954242547353109,0.14204457998275757,0.0008
13,0.18907342022115534,0.06281890074412028,0.0807129462560018,0.10085601409276326,0.1410736600557963,0.0008
14,0.1888970346884294,0.06475101312001547,0.08784324725468953,0.13600297768910727,0.15506987571716307,0.0008
15,0.18862197762185878,0.06663180987040201,0.09164426724116008,0.15451017618179322,0.16683133045832316,0.0008
16,0.1884940298578956,0.06323776245117188,0.08354101975758871,0.12641382614771526,0.1442766785621643,0.0008
17,0.18816628651185469,0.06283632119496664,0.08397502899169922,0.12420011758804321,0.15178188880284627,0.0008
18,0.18826353268189863,0.06311907370885213,0.08235698143641154,0.12017566363016764,0.14423658847808837,0.0008
19,0.1879911200024865,0.06356998682022094,0.08054182926813762,0.10985867977142334,0.139784038066864,0.0008
20,0.187760729952292,0.0641006628672282,0.08339722156524658,0.11670225063959758,0.1458692948023478,0.0008
21,0.1880708399144086,0.0627450704574585,0.08153422673543294,0.11685222784678141,0.14148435195287068,0.0008
22,0.1879298014532436,0.06328460375467936,0.08345279693603516,0.1313000003496806,0.14575271606445311,0.0008
23,0.18793940766291184,0.06501676638921101,0.08635888894399008,0.1400942325592041,0.1544345815976461,0.0008
24,0.18788350620053032,0.06306245724360147,0.07787725528081259,0.10604108174641927,0.12975531419118244,0.0008
25,0.1877107515118339,0.06479127804438273,0.08579052289326985,0.13238882621129353,0.1517067790031433,0.0008
26,0.18765919316898694,0.0631754994392395,0.0830832839012146,0.12828537225723266,0.1474193493525187,0.0008
27,0.18758665464141153,0.06321120659510295,0.08301366964975992,0.1267299254735311,0.14318764607111614,0.0008
28,0.18737088198011573,0.06389063596725464,0.08111791610717774,0.13245261510213216,0.14337513446807862,0.0008
29,0.18770712689919905,0.06315287748972574,0.08116194407145182,0.12886757850646974,0.14595708052317302,0.0008
30,0.18743955222043124,0.06442688306172689,0.08467782338460286,0.1425789992014567,0.14772918621699016,0.0008
31,0.18753126870502126,0.06487078269322713,0.08402268489201864,0.13590797583262126,0.14710720777511596,0.0008
32,0.18743309969251806,0.06274980703989665,0.0797593077023824,0.13659613927205402,0.13930405378341676,0.0008
33,0.18718309630047192,0.06520179112752279,0.08733484347661337,0.15340836048126222,0.15979732275009156,0.0008
34,0.18731893653219397,0.06501024564107259,0.08243844906489055,0.1268420656522115,0.14112048546473185,0.0008
35,0.18743203125216745,0.063601815700531,0.08255896170934042,0.13002386887868245,0.14211066563924155,0.0008
36,0.1874315068396655,0.06418307622273763,0.08302648067474365,0.13034429550170898,0.14611568848292034,0.0008
37,0.18790417226878078,0.06479377349217733,0.08152074416478475,0.14196922381718954,0.14041733344395954,0.0008
38,0.18729008571668104,0.06313181718190511,0.08377024332682291,0.15368844668070475,0.1522631804148356,0.0008
39,0.18719469298015942,0.06724318265914916,0.0790817379951477,0.09886424938837687,0.12558372418085734,0.0008
40,0.18760996704751795,0.0649125893910726,0.07830438216527304,0.12622949282328289,0.13504769802093505,0.0008
41,0.1871673533591357,0.06364769140879313,0.08666574160257975,0.14894970258076987,0.15592310031255086,0.0008
42,0.18739759661934594,0.06276621023813883,0.08287365436553955,0.14203015168507893,0.1503245711326599,0.0008
43,0.18751723408699036,0.06581788063049317,0.08165564934412638,0.13166324297587076,0.1377886176109314,0.0008
44,0.18736088037490845,0.06330322821935018,0.07971142530441284,0.12552364269892374,0.1401237408320109,0.0008
45,0.18708674609661102,0.06387834946314494,0.08195819060007731,0.13139728307724,0.13970938523610432,0.0008
46,0.18725387892939827,0.06235675017038981,0.08405896425247192,0.15060336589813234,0.15091513792673747,0.0008
47,0.1873897898197174,0.06268646717071533,0.08311297496159871,0.1506308158238729,0.14635109901428223,0.0008
48,0.18714630034836857,0.06431534687678019,0.0803434173266093,0.12605474789937338,0.1358824610710144,0.0008
49,0.18728677532889626,0.06592627763748168,0.0910720149676005,0.1718829909960429,0.16052440404891968,0.0008
50,0.1864268411289562,0.06305534442265828,0.0851409912109375,0.16205103794733683,0.1526906927426656,0.00048
51,0.18658374493772334,0.06321268479029338,0.08419116338094075,0.149106764793396,0.15008867184321087,0.00048
52,0.1862791605429216,0.06539831558863322,0.08894896904627482,0.16383448441823323,0.15825618505477906,0.00048
53,0.1863660317659378,0.06520654757817586,0.0821648120880127,0.13610941171646118,0.14335569143295288,0.00048
54,0.18644743258302862,0.06464966932932535,0.08301900227864584,0.15628202358881632,0.14348382552464803,0.00048
55,0.1862993722070347,0.06454476118087768,0.08387761910756429,0.16191149552663167,0.14699811538060506,0.00048
56,0.18624025431546298,0.06742666959762574,0.09153027931849161,0.18052412668863932,0.16730018456776938,0.00048
57,0.1862597018480301,0.06419331232706706,0.08536174694697062,0.16697539488474528,0.1520034670829773,0.00048
58,0.18634976582093674,0.06698338190714519,0.08426769574483235,0.15125770568847657,0.1464786688486735,0.00048
59,0.18618243212049657,0.06557331085205079,0.08247755765914917,0.15424588918685914,0.14335025151570638,0.00048
60,0.1860608741911975,0.06306397120157878,0.08762578169504802,0.17298938830693564,0.15659584601720175,0.00048
61,0.18622653365135192,0.06456168889999389,0.08024840752283732,0.133438507715861,0.13335285981496176,0.00048
62,0.18618213935331865,0.06641782522201538,0.08797304630279541,0.1567253311475118,0.15388184388478596,0.00048
63,0.18614312090656973,0.06531172593434652,0.0893025000890096,0.1765016476313273,0.15803880691528321,0.00048
64,0.18616378366947173,0.06563277641932169,0.08327492872873941,0.13905748923619587,0.14515759547551474,0.00048
65,0.18623028018257834,0.06425894101460775,0.08687914609909057,0.15490463177363079,0.1527730941772461,0.00048
66,0.18606461801312185,0.06437348524729411,0.08243723313013712,0.1440445105234782,0.14482388496398926,0.00048
67,0.1862035439231179,0.06530889670054117,0.08871612946192424,0.16321581999460857,0.15859724680582682,0.00048
68,0.18620342037894508,0.06318108638127645,0.0826313336690267,0.14510916074117025,0.14581998586654663,0.00048
69,0.18641261886466634,0.0649150013923645,0.08230891625086466,0.15493741830190022,0.1443005084991455,0.00048
70,0.18606823552738536,0.06440919637680054,0.08758178551991781,0.16433042685190838,0.15661025842030843,0.00048
71,0.18620664016766983,0.06412103176116943,0.08355358441670736,0.15070046583811442,0.14822837114334106,0.00048
72,0.1859682913801887,0.06485735972722372,0.08508909543355306,0.15502611796061197,0.1492714246114095,0.00048
73,0.18606125766580756,0.06460715134938558,0.08247156937917073,0.1358246604601542,0.14165738821029664,0.00048
74,0.1861403748663989,0.06727482080459594,0.08384975989659628,0.14482979774475097,0.14149628082911173,0.00048
75,0.18613888231190767,0.06465808153152466,0.0849304993947347,0.15641884803771972,0.15246819655100505,0.00048
76,0.18592811600728468,0.06489899555842081,0.08649784326553345,0.1582935333251953,0.15524907112121583,0.00048
77,0.18602851222861896,0.07027159531911215,0.08682661056518555,0.1731062094370524,0.14919579029083252,0.00048
78,0.18604218618436294,0.0650736133257548,0.07955495913823446,0.1276427427927653,0.1348920464515686,0.00048
79,0.1859677019444379,0.06972519159317017,0.0828010598818461,0.13081762790679932,0.140040918191274,0.00048
80,0.18623384920033542,0.06377453804016113,0.08545062144597372,0.1578705946604411,0.1557202140490214,0.00048
81,0.18597736618735575,0.06284462213516236,0.08267913659413656,0.14679596424102784,0.14765944083531699,0.00048
82,0.18611860091036017,0.06371466318766277,0.08228224515914917,0.14700114727020264,0.14728816747665405,0.00048
83,0.18587921608578076,0.06435722907384236,0.08268678983052571,0.1595387617746989,0.14710795879364014,0.00048
84,0.18623264729976655,0.06409524281819662,0.0856680154800415,0.16098777055740357,0.15107674996058146,0.00048
85,0.18590277325023305,0.06644587516784668,0.085201096534729,0.14826265970865884,0.14572721322377521,0.00048
86,0.1860555576736277,0.06427008310953776,0.08579341570536296,0.15888326565424601,0.14879525502522786,0.00048
87,0.1857940545949069,0.06885488033294677,0.08753200769424438,0.16853222052256267,0.15284183820088704,0.00048
88,0.18603776687925513,0.06483234564463297,0.0848866065343221,0.15824520587921143,0.14981998205184938,0.00048
89,0.1858806895125996,0.06476636330286661,0.08235040903091431,0.1483191688855489,0.14256596962610882,0.00048
90,0.18583697524937717,0.06861608823140462,0.08425470193227132,0.14828736782073976,0.14324475526809693,0.00048
91,0.18592452433976261,0.06580244700113932,0.08199666341145834,0.15536472002665203,0.14071482022603352,0.00048
92,0.1858242015946995,0.06817921797434488,0.08384361267089843,0.1435405174891154,0.14743868509928384,0.00048
93,0.18586296347054568,0.06461487213770549,0.08473075230916341,0.14938539663950604,0.15151093006134034,0.00048
94,0.18597270066087895,0.06508342425028484,0.08737744092941284,0.19252914587656658,0.16187743345896402,0.00048
95,0.18592293918132782,0.06336370706558228,0.08398908774058024,0.17264856497446696,0.1517480731010437,0.00048
96,0.18571543894030831,0.06304245392481486,0.08406752745310465,0.1531998634338379,0.14956146478652954,0.00048
97,0.1858079233494672,0.06733483870824178,0.0842853824297587,0.14768962462743124,0.14561776320139566,0.00048
98,0.18609826396812093,0.06327823003133139,0.07946568330128988,0.150206995010376,0.13806947469711303,0.00048
99,0.18597210418094287,0.06498791376749674,0.08586302598317465,0.15248825550079345,0.15218596855799357,0.00048
100,0.185095817880197,0.0649215817451477,0.08401694297790527,0.16654404004414877,0.15222133000691732,0.000288
101,0.18517963008447128,0.0667697032292684,0.08657443523406982,0.15965927839279176,0.15266555945078533,0.000288
102,0.18521104259924456,0.06634589036305745,0.08700114488601685,0.16643637816111248,0.15283556779225668,0.000288
103,0.18511394820430063,0.06580201387405396,0.08219943046569825,0.15025434891382852,0.14376000960667928,0.000288
104,0.18492382775653493,0.06495866378148397,0.08448673486709594,0.1611858367919922,0.14848064581553141,0.000288
105,0.18488878120075572,0.0652213970820109,0.08453542788823445,0.1517584244410197,0.14891935586929322,0.000288
106,0.18503696273673664,0.06517388820648193,0.08190126021703084,0.1441404938697815,0.14104320208231608,0.000288
107,0.1849451534314589,0.06599021355311076,0.08519856135050456,0.15004911820093791,0.14826817512512208,0.000288
108,0.18510327247056094,0.06684966087341308,0.08591521978378296,0.1618852694829305,0.15137418508529663,0.000288
109,0.18496545601974834,0.06496364672978719,0.08314553101857504,0.16204033295313516,0.1466550906499227,0.000288
110,0.18482385245236482,0.0633365273475647,0.0839922030766805,0.15108564297358196,0.14925628503163654,0.000288
