epoch,train_loss,valid1_loss,valid2_loss,valid3_loss,valid4_loss,lr
0,0.5063693761825562,0.4607701102892558,0.5011045257250468,0.5135300954182943,0.4563234885533651,0.0008
1,0.3586270054181417,0.3573647141456604,0.39946435689926146,0.42043104966481526,0.361743692557017,0.0008
2,0.3317420760790507,0.3415615439414978,0.38349754810333253,0.4050486207008362,0.3448258717854818,0.0008
3,0.3178358336289724,0.32790647745132445,0.37114065090815224,0.3935111165046692,0.33370825052261355,0.0008
4,0.3080562949180603,0.3217857797940572,0.36283276081085203,0.3899137020111084,0.32386976877848306,0.0008
5,0.30134241382280985,0.3167176127433777,0.3578679839769999,0.3866350889205933,0.3188467105229696,0.0008
6,0.29556259512901306,0.31113772789637245,0.3511305093765259,0.37986429532368976,0.312945560614268,0.0008
7,0.29102067748705546,0.3051757335662842,0.34464341402053833,0.3731886347134908,0.3083576440811157,0.0008
8,0.28472797671953837,0.2953244725863139,0.3385098894437154,0.36182059049606324,0.3101354956626892,0.0008
9,0.28027613361676534,0.29026366074879967,0.331323246161143,0.35574134985605876,0.29779916604359946,0.0008
10,0.27362389167149864,0.2846651077270508,0.3236598213513692,0.347848379611969,0.29223572413126625,0.0008
11,0.26864365935325624,0.2801277240117391,0.31775472561518353,0.340641983350118,0.2866352677345276,0.0008
12,0.2624971608320872,0.27505697806676227,0.3113741874694824,0.3383879065513611,0.28132840792338054,0.0008
13,0.25749262372652687,0.267764147122701,0.30692686239878336,0.32920427719751993,0.2777414401372274,0.0008
14,0.2524793306986491,0.2663632790247599,0.30101600885391233,0.32955949306488036,0.2721068461736043,0.0008
15,0.248016357421875,0.2694251298904419,0.2992760976155599,0.3323944846789042,0.2733428955078125,0.0008
16,0.24415536125500997,0.2553634285926819,0.2905845920244853,0.3157397786776225,0.26514246066411334,0.0008
17,0.23845205505688985,0.24942363103230794,0.28562116622924805,0.3087462902069092,0.2603663206100464,0.0008
18,0.23486313223838806,0.24753457705179852,0.2810193339983622,0.3050237655639648,0.257743231455485,0.0008
