1.880544,1.956776,1.944324,2.285134,2.260338,1.974941,2.145623,2.275483,2.496410,2.705238,2.210658
1.413129,1.960153,2.174082,2.548493,2.240854,1.907851,1.888888,1.668411,2.262270,2.200334,2.327917
1.388123,2.016118,2.466079,3.048866,2.221592,2.272069,2.122573,2.089268,2.149804,2.476633,2.631756
1.608889,1.554752,2.193764,2.493261,2.601485,1.866181,2.361131,1.988949,2.804890,2.538569,2.348326
2.099078,2.460546,2.534585,1.996651,3.049064,2.345209,2.451048,2.026980,2.375609,2.532074,2.819832
1.583531,1.599783,1.410097,1.834192,2.259499,2.457976,3.078118,2.213591,3.060910,2.958522,2.902361
